iter	Logloss
0	0.6085486975
1	0.5300563999
2	0.4642055193	3	0.4068246374	4	0.3561460865	5	0.311528294
6	0.2708094583
7	0.235405068
8	0.208643685699	0.1878943315110	0.1625857787111	0.144729981
12	12	0.128520713	0.1135033994
1414	0.1000956341515	0.08947088151616	0.07886438551117	0.07031927852118	0.06301835025119	0.05641825112020	0.05063590322121	0.04546043922222	0.04112050692323	0.03710837104
24	0.03327655659
25	0.030176615726	0.02683865372727	0.02454502942828	0.02217702882929	0.02032607455
30	0.01856470843131	0.01711699613232	0.01567172543333	0.01454076093434	0.013286920735	0.01255763555
36	0.01151811978
37	0.01060420816
338	0.00969656803
39	0.008906724434
40	0.008291567933441	0.0077024661
42	0.007162236996
43	0.006723542097
44	0.006285819723
45	0.005857660164
46	0.005493456825
47	0.005188227207
48	0.004975665271
49	0.004713728564
50	0.004425743917
51	0.004171304473
52	0.003929204861
53	0.003688119408
54	0.003476959582
55	0.00328532285
56	0.003099519745
57	0.002958639527
58	0.002808859881
59	0.002663074234
60	0.002517711001
61	0.002382880042
62	0.002268457483
63	0.002163875917
64	0.002070864497
65	0.001984171868
66	0.001893462116
67	0.001812862215
68	0.001737474393
69	0.001665754182
70	0.001595605328
71	0.00152760744
72	0.001473058363
73	0.001415826847
74	0.001352904488
75	0.001299051439
76	0.001255511053
77	0.001206595318
78	0.001160937421
79	0.001122375478
80	0.001088199675
81	0.001054038973
82	0.001025836942
83	0.0009945886058
84	0.0009588570592
85	0.0009323483145
86	0.0009041813568
887	0.0008405015512888	0.000818784324
89	0.0007947348514
90	0.0007724509065
91	0.000749215501692	0.0007733911076
93	0.0007556348338
94	0.0007355696517
95	0.0007197473093
96	0.0007029574881
97	0.0006839211093
98	0.0006672645238
99	0.000652442583
100	0.0006388083989
101	0.0006247736376
102	0.0006088557912
103	0.0005911182122
104	0.0005761480437
105	0.0005659290281
106	0.00055319532071107	0.00053961139311108	0.0005287670999
109	0.0005192049552
110	0.0005093690096
111	0.0005005293758
112	0.0004907306039
113	0.0004907387264
114	0.0004825397321
115	0.0004730842643
116	0.0004628381968
117	0.0004539982735
118	0.0004459912293
119	0.0004459886979
120	0.0004386004121	121	0.0004311701122	122	0.0004311701123	123	0.0004311664124	124	0.0004231790125125	0.00042317497126	0.0003891373582
127127	0.00042317163128128	0.00042315644129	0.0003891387491
130	0.0003891366072
131	0.0003819410544
132	0.0003819406928
133	0.0003819428903
134	0.000374491694
135	0.000374491694
136	0.0003744878275
137	0.0003671260239
138	0.0003671312256
139	0.0003671199876
140	0140	0.000388872141	0141	0.000388878142	0142	0.00038886143	0.000367104744
144	0.0003671111975
145	0.0003670974559
146	0.0003670973725
147	0.0003670850689
148	0.0003670953611
149	0.0003670953611
150	0.000367082621
151	0.0003670787266
152	0.000367077002
153	0.0003670770854
154	0.0003670770854
155	0.0003670773358
156	0.0003670773358
157	0.000367077308
158	0.0003670734414
159	0.0003159	0.0003160	0.0003160	0.0003650862733
161	0.0003650889438
162	0.0003650889438
163	0.0003650889438
164	0.0003650834917
165	0.0003650858283
166	0.0003650858283
167	0.0003650734776
168	0.0003650614607
169	0.000358159665
170	0.0003581481767
171	0.0003581436425
172	0.0003581420291
173	0.0174	0.0003670255686
175	0.0003670143862
176	0.00036176	0.00177	0.000367177	0.000358130958
178	0.0003502275931
179	0.000350225479
180	0.0003502201104
181	0.0003502154649
182	0.0003502092061
183	0.0003502082047
184	0.0003502075927
185	0.0003502043104
186	0.0003502043104
187	0.0003501989695
188	0.0003501989695
189	0.0003502002769
190	0.0003501909026
191	0.0003501905688
192	0.0003501905688
193	0.0003501905688
194	0.0003501937399
195	0.000350186897
196	0.000350186897
197	0.0003501905688
198	0.0003501822794
199	0.0003501852002
200	0.0003501852002
201	0.0003202	0.0003202	0.0003203	0.0003203	0.0003501718759
204	0.0003501774671
205	0.0003501552777
206	0.000350154471
207	0.0003501552777
208	0.00035209	0.00209	0.000350210	0.00210	0.0003501471745
211	0.000350212	0.00212	0.000350213	0.00213	0.000350214	0.00214	0.000350215	0.00215	0.000350216	0.00216	0.000350217	0.00217	0.000350218	0.00218	0.000350219	0.00219	0.000350220	0.00220	0.000350221	0.0221	0.0003501222	0.222	0.00035012223	0.223	0.0003501252548
224	0.0003501310963
225	0.0003501310963
226	0.0003501140724
227	0.0003501189403
228	0.000350110484
229	0.0003431066161
230	0.0003431073115
231	0.0003431073115
232	0.0003431073115
233	0.0003431066161
234	0.0003367121921
235	0.0003367025118
236	0.0003367015382
237	0.0003367015382
238	0.0003367017607
239	0.0003366958914
240	0.0003366919135
241	0.0003366860442
242	0.0003366860442
243	0.0003366892709
244	0.0003366808424
245	0.000336666934
246	0.0003366755016
247	0.0003366598129
248	0.0003366571424
249	0.0003366615931
250	0.000336664347
251	0.00033665386
252	0.0003366542495
253	0.0003366601467
254	0.000336653109
255	0.000336653109
256	0.0003366398403
257	0.0003366475371
258	0.0003366412505
259	0.0003366307913
260	0.000336641473
261	0.0003366314589
262	0.0003366314589
263	0.0003366314589
264	0.0003366314589
265	0.0003291610945
266	0.0003291559484
267	0.0003291486604
268	0.0003291546132
269	0.0003291546132
270	0.0003291493558
271	0.0003291462681
272	0.0003291405935
273	0.0003291373667
274	0.0003291336115
275	0.000329126546
276	0.0003291333055
277	0.0003291219005
278	0.0003291173386
279	0.0003291173386
280	0.0003291159199
281	0.0003291112189
282	0.000329105266
283	0.0003291047097
284	0.000329105266
285	0.0003290979224
286	0.0003291028182
287	0.0003291028182
288	0.0003291028182
289	0.0003290928041
290	0.0003290926372
291	0.0003290854604
292	0.0003290905787
293	0.0003290826231
294	0.0003290891044
295	0.0003290831516
296	0.0003290852935
297	0.0003290747231
298	0.000329073833
299	0.000329073833
300	0.0003290711625
301	0.000329075196
302	0.0003290642639
303	0.0003290700777
304	0.0003290700777
305	0.0003290700777
306306	0.00034558442307	0.0003290629287
308	0.0003290523305
30309	0.000345571992310	0.0003290445696
3311	0.00034557307693312	0.00034556222833313	0.000345569405
314	0.0003455579723
315	0.0003455595579
316	0.0003455595579
317	0.0003455595579
318	0.0003455566093
319	0.000345551936
320	0.0003455565536
321	0.0003455543839
322	0.0003455503783
323	0.0003455446202
324	0.0003455489596
325	0.0003455389177
