feature_set,n_features,binary_balacc_mean,binary_balacc_std,multi_mean,multi_std
classical (18),18,0.8375833333333332,0.022214469133627505,0.8842962962962962,0.009617085847180722
topology (24),24,0.7954583333333333,0.030408218004714164,0.8198518518518517,0.010358723618615305
tsfresh (24),24,0.8186666666666668,0.023012526781926612,0.8909629629629628,0.006151270960600497
tsfresh (100),100,0.8364583333333332,0.027023973410453317,0.9194814814814816,0.006966901959127401
classical+topology (42),42,0.8445,0.026432106423817225,0.9091111111111111,0.0050868991743375875
classical+tsfresh (42),42,0.8575833333333333,0.027822789919217123,0.9200000000000002,0.007073977117815304
tsfresh+topology (48),48,0.8353750000000001,0.027092434368288145,0.9026666666666665,0.0041928805031362796
all three (66),66,0.8602083333333332,0.031441634640853026,0.9258518518518518,0.005525349984880438
tsfresh100+topology (124),124,0.8437916666666666,0.02459194764326097,0.9205185185185185,0.006477141404059007
