,classical (18),topology (24),classical+topology (42),tsfresh (24),all three (66)
collective_anomaly,0.816247582205029,0.7305389221556886,0.8322147651006712,0.7937743190661478,0.8466019417475729
deterministic_trend,0.8761149653121902,0.746938775510204,0.9058823529411765,0.9004926108374385,0.9301868239921337
mean_shift,0.9101917255297679,0.8416912487708947,0.9519038076152304,0.9651046859421735,0.9722772277227723
point_anomaly,0.996996996996997,0.9900398406374502,0.996996996996997,0.995004995004995,0.996996996996997
stationary,0.7800995024875622,0.7245841035120147,0.8169291338582677,0.7357212003872217,0.8226120857699805
stochastic_trend,0.8619662363455809,0.8369098712446352,0.8902439024390244,0.8932642487046633,0.9186991869918699
trend_shift,0.9113149847094801,0.755859375,0.9315628192032687,0.8735177865612648,0.9357798165137615
variance_shift,0.9595261599210266,0.9608040201005025,0.9739478957915831,0.9849548645937813,0.9879518072289156
volatility,0.8324661810613944,0.7987551867219918,0.8992731048805815,0.8731501057082452,0.9258098223615465
