,classical (18),topology (24),classical+topology (42),tsfresh (24),all three (66)
collective_anomaly,0.6046511627906976,0.565922920892495,0.6587064676616915,0.6167846309403437,0.6792828685258964
deterministic_trend,0.7882472137791287,0.6701461377870563,0.821285140562249,0.8472222222222222,0.8776119402985074
mean_shift,0.874,0.7564870259481038,0.9066937119675457,0.9386138613861386,0.937625754527163
point_anomaly,0.9930486593843099,0.9861111111111112,0.9930348258706467,0.995004995004995,0.998003992015968
stationary,0.62320230105465,0.5858041329739443,0.6561338289962825,0.6148007590132827,0.6848030018761726
stochastic_trend,0.8008130081300813,0.8004201680672269,0.8404907975460123,0.845100105374078,0.8565573770491803
trend_shift,0.756,0.6004016064257028,0.7996031746031746,0.8058823529411765,0.8408408408408409
variance_shift,0.9393034825870646,0.9332023575638507,0.9475766567754699,0.9616935483870968,0.9651741293532339
volatility,0.7048832271762208,0.655635987590486,0.746524064171123,0.759467758444217,0.8113804004214963
