feature_set,n_features,binary_balacc_mean,binary_balacc_std,multi_mean,multi_std
classical (18),18,0.7257499999999999,0.01595272965148391,0.7874814814814816,0.011047720407408682
topology (24),24,0.66875,0.01906813441320362,0.7275555555555555,0.014259211159130043
tsfresh (24),24,0.7238333333333333,0.02016193126221351,0.8188888888888889,0.013165611772087658
tsfresh (100),100,0.7431666666666666,0.018831028620043294,0.8473333333333333,0.011958776930732194
classical+topology (42),42,0.7182083333333333,0.027284063826506662,0.8174814814814816,0.00855355115208797
classical+tsfresh (42),42,0.7542083333333333,0.012801502732969363,0.8453333333333333,0.010789417159130737
tsfresh+topology (48),48,0.7307916666666666,0.027062299524533318,0.8319259259259261,0.009966748557958012
all three (66),66,0.7505416666666668,0.01994114604418602,0.8505925925925925,0.009505178719864817
tsfresh100+topology (124),124,0.7516666666666667,0.021937015268465518,0.8480740740740741,0.01298601125597048
